base,label_l3,label_l2,confidence,rationale,evidence,source
사행행위 등 규제 및 처벌 특례법 일부개정법률안(계속),정부혁신,정부혁신·행정지원,0.8,사행행위 규제는 정부의 혁신과 관련이 있다.,사행행위 등 규제 및 처벌 특례법,gpt:gpt-4o-mini
사회성과보상사업 추진 및 활성화에 관한 법률안,정부혁신,정부혁신·행정지원,0.8,사회성과보상사업은 정부의 혁신과 관련이 있다.,사회성과보상사업 추진 및 활성화,gpt:gpt-4o-mini
사회성과보상사업의 운영 및 활성화에 관한 법률안,정부혁신,정부혁신·행정지원,0.8,사회성과보상사업은 정부의 혁신과 관련이 있다.,사회성과보상사업의 운영 및 활성화,gpt:gpt-4o-mini
상훈법 일부개정법률안,정부혁신,정부혁신·행정지원,0.8,상훈법 개정은 정부의 혁신과 관련이 있다.,상훈법 일부개정법률안,gpt:gpt-4o-mini
상훈법 일부개정법률안(계속),정부혁신,정부혁신·행정지원,0.8,상훈법 개정은 정부의 혁신과 관련이 있다.,상훈법 일부개정법률안,gpt:gpt-4o-mini
상훈법 일부개정법률안(대안),정부혁신,정부혁신·행정지원,0.8,상훈법 개정은 정부의 혁신과 관련이 있다.,상훈법 일부개정법률안,gpt:gpt-4o-mini
새마을금고법 일부개정법률안,지방재정,지방재정·기타,0.75,새마을금고는 지방재정과 관련이 있다.,새마을금고법 일부개정법률안,gpt:gpt-4o-mini
새마을금고법 일부개정법률안(계속),지방행정,지방행정,0.9,"새마을금고법은 지방 자치단체와 관련된 법률로, 지방행정에 해당한다.",새마을금고법 일부개정법률안,gpt:gpt-4o-mini
새마을금고법 일부개정법률안(대안),지방행정,지방행정,0.9,"새마을금고법은 지방 자치단체와 관련된 법률로, 지방행정에 해당한다.",새마을금고법 일부개정법률안(대안),gpt:gpt-4o-mini
새마을운동조직 육성법 일부개정법률안,지방행정,지방행정,0.9,"새마을운동은 지역 사회 발전과 관련된 법률로, 지방행정에 해당한다.",새마을운동조직 육성법 일부개정법률안,gpt:gpt-4o-mini
새시대노인회 지원에 관한 법률안,지방행정,지방행정,0.8,"노인회 지원은 지역 사회의 복지와 관련된 법률로, 지방행정에 해당한다.",새시대노인회 지원에 관한 법률안,gpt:gpt-4o-mini
생명안전기본법안,안전및재난,재난·안전,0.9,"생명안전기본법은 안전과 재난 관리와 관련된 법률로, 안전및재난에 해당한다.",생명안전기본법안,gpt:gpt-4o-mini
생태․복지도시 개발 등에 관한 특별법안,지역균형발전,지방행정,0.8,"생태 및 복지 도시 개발은 지역 발전과 관련된 법률로, 지역균형발전에 해당한다.",생태․복지도시 개발 등에 관한 특별법안,gpt:gpt-4o-mini
서부지법 불법 폭력점거 시위사태 관련 긴급 현안 질의,안전및재난,재난·안전,0.85,"불법 폭력 시위는 안전과 재난과 관련된 이슈로, 안전및재난에 해당한다.",서부지법 불법 폭력점거 시위사태 관련 긴급 현안 질의,gpt:gpt-4o-mini
서울특별시 행정특례에 관한 법률 일부개정법률안,지방행정,지방행정,0.9,"서울특별시의 행정특례는 지방 자치와 관련된 법률로, 지방행정에 해당한다.",서울특별시 행정특례에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
"서이초 사건 재수사 특별법 제정 요청에 관한 청원(장유인 외 54,757인 국민동의로 제출)(청원번호 2200211)",안전및재난,재난·안전,0.8,"재수사 요청은 안전과 재난과 관련된 법률적 이슈로, 안전및재난에 해당한다.",서이초 사건 재수사 특별법 제정 요청에 관한 청원,gpt:gpt-4o-mini
서해 5도 지원 특별법 일부개정법률안,지방행정,지방행정,0.9,"서해 5도 지원은 지방 자치와 관련된 법률로, 지방행정에 해당한다.",서해 5도 지원 특별법 일부개정법률안,gpt:gpt-4o-mini
서해 5도 지원 특별법 일부개정법률안(계속),지방행정,지방행정,0.9,"서해 5도 지원은 지방 자치와 관련된 법률로, 지방행정에 해당한다.",서해 5도 지원 특별법 일부개정법률안(계속),gpt:gpt-4o-mini
서해5도지원특별법 일부개정법률안,지방행정,지방행정,0.9,"서해 5도 지원은 지방 자치와 관련된 법률로, 지방행정에 해당한다.",서해5도지원특별법 일부개정법률안,gpt:gpt-4o-mini
"선거관리위원회 부정채용 및 조세 사용여부 공개에 관한 청원(조정현 외 51,887인 국민동의로 제출)(청원번호 2200160)",정부혁신,정부혁신·행정지원,0.85,"선거관리위원회의 부정채용 문제는 정부의 투명성과 혁신과 관련된 이슈로, 정부혁신에 해당한다.",선거관리위원회 부정채용 및 조세 사용여부 공개에 관한 청원,gpt:gpt-4o-mini
"선거관리위원회 실태에 대한 국정조사에 관한 청원(이동성 외 50,829인 국민동의로 제출)(청원번호 2200114)",정부혁신,정부혁신·행정지원,0.85,"선거관리위원회의 실태 조사는 정부의 투명성과 혁신과 관련된 이슈로, 정부혁신에 해당한다.",선거관리위원회 실태에 대한 국정조사에 관한 청원,gpt:gpt-4o-mini
선거관리위원회 특별감사 실시와 국민 신뢰 회복을 위한 특별감사관 임명 등에 관한 법률안,정부혁신,정부혁신·행정지원,0.9,"특별감사와 국민 신뢰 회복은 정부의 투명성과 혁신과 관련된 법률로, 정부혁신에 해당한다.",선거관리위원회 특별감사 실시와 국민 신뢰 회복을 위한 특별감사관 임명 등에 관한 법률안,gpt:gpt-4o-mini
선거관리위원회법 일부개정법률안,정부혁신,정부혁신·행정지원,0.9,"선거관리위원회법 개정은 정부의 투명성과 혁신과 관련된 법률로, 정부혁신에 해당한다.",선거관리위원회법 일부개정법률안,gpt:gpt-4o-mini
선거관리위원회법 일부개정법률안(대안),정부혁신,정부혁신·행정지원,0.9,"선거관리위원회법 개정은 정부의 투명성과 혁신과 관련된 법률로, 정부혁신에 해당한다.",선거관리위원회법 일부개정법률안(대안),gpt:gpt-4o-mini
선거구 재획정안 논의의 건,정부혁신,정부혁신·행정지원,0.8,"선거구 재획정은 정부의 정책과 관련된 이슈로, 정부혁신에 해당한다.",선거구 재획정안 논의의 건,gpt:gpt-4o-mini
선거구 재획정안 논의의 건(계속),정부혁신,정부혁신·행정지원,0.8,"선거구 재획정은 정부의 정책과 관련된 이슈로, 정부혁신에 해당한다.",선거구 재획정안 논의의 건(계속),gpt:gpt-4o-mini
선거구획정안 논의의 건,정부혁신,정부혁신·행정지원,0.8,"선거구 재획정은 정부의 정책과 관련된 이슈로, 정부혁신에 해당한다.",선거구획정안 논의의 건,gpt:gpt-4o-mini
"선거법 개정에 관한 청원(박예은 외 53,788인 국민동의로 제출)(청원번호 2200163)",정부혁신,정부혁신·행정지원,0.85,"선거법 개정은 정부의 정책과 관련된 이슈로, 정부혁신에 해당한다.",선거법 개정에 관한 청원,gpt:gpt-4o-mini
"선거시스템 공개검증에 관한 청원(허윤석 외 50,270인 국민동의로 제출)(청원번호 2200116)",정부혁신,정부혁신·행정지원,0.85,"선거시스템 검증은 정부의 투명성과 혁신과 관련된 이슈로, 정부혁신에 해당한다.",선거시스템 공개검증에 관한 청원,gpt:gpt-4o-mini
섬 발전 촉진법 일부개정법률안,지방행정,지방행정,0.9,"섬 발전은 지역 발전과 관련된 법률로, 지방행정에 해당한다.",섬 발전 촉진법 일부개정법률안,gpt:gpt-4o-mini
섬 발전 촉진법 일부개정법률안(대안),지방행정,지방행정,0.9,"섬 발전은 지역 발전과 관련된 법률로, 지방행정에 해당한다.",섬 발전 촉진법 일부개정법률안(대안),gpt:gpt-4o-mini
세계선거기관협의회 지원에 관한 법률 일부개정법률안,정부혁신,정부혁신·행정지원,0.8,"선거기관 지원은 정부의 정책과 관련된 이슈로, 정부혁신에 해당한다.",세계선거기관협의회 지원에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
세무사법 일부개정법률안,정부혁신,정부혁신·행정지원,0.9,"세무사법 개정은 정부의 정책과 관련된 이슈로, 정부혁신에 해당한다.",세무사법 일부개정법률안,gpt:gpt-4o-mini
세무사법 일부개정법률안(대안),정부혁신,정부혁신·행정지원,0.9,"세무사법 개정은 정부의 정책과 관련된 이슈로, 정부혁신에 해당한다.",세무사법 일부개정법률안(대안),gpt:gpt-4o-mini
세종특별자치시 설치 등에 관한 특별법 일부개정법률안,지방행정,지방행정,0.9,"세종특별자치시 설치는 지방 자치와 관련된 법률로, 지방행정에 해당한다.",세종특별자치시 설치 등에 관한 특별법 일부개정법률안,gpt:gpt-4o-mini
세종특별자치시 설치 등에 관한 특별법 일부개정법률안(계속),지방행정,지방행정,0.9,"세종특별자치시 설치는 지방 자치와 관련된 법률로, 지방행정에 해당한다.",세종특별자치시 설치 등에 관한 특별법 일부개정법률안(계속),gpt:gpt-4o-mini
세종특별자치시 설치 등에 관한 특별법 일부개정법률안(대안),지방행정,지방행정,0.9,"세종특별자치시 설치는 지방 자치와 관련된 법률로, 지방행정에 해당한다.",세종특별자치시 설치 등에 관한 특별법 일부개정법률안(대안),gpt:gpt-4o-mini
세종특별자치시 설치 등에 관한 특별법 전부개정법률안,국민안전행정지원,재난·안전,0.8,세종특별자치시 설치와 관련된 법안은 국민의 안전과 행정 지원을 목적으로 하므로 국민안전행정지원으로 분류된다.,세종특별자치시 설치 등에 관한 특별법 전부개정법률안,gpt:gpt-4o-mini
소규모 공공시설 안전관리 등에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.9,소규모 공공시설의 안전관리는 재난 예방과 관련이 깊어 안전및재난으로 분류된다.,소규모 공공시설 안전관리 등에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
소규모 공공시설 안전관리 등에 관한 법률 일부개정법률안(계속),안전및재난,재난·안전,0.9,소규모 공공시설의 안전관리는 재난 예방과 관련이 깊어 안전및재난으로 분류된다.,소규모 공공시설 안전관리 등에 관한 법률 일부개정법률안(계속),gpt:gpt-4o-mini
소규모 공공시설 안전관리 등에 관한 법률 일부개정법률안(대안),안전및재난,재난·안전,0.9,소규모 공공시설의 안전관리는 재난 예방과 관련이 깊어 안전및재난으로 분류된다.,소규모 공공시설 안전관리 등에 관한 법률 일부개정법률안(대안),gpt:gpt-4o-mini
소방공무원 보건안전 및 복지 기본법 일부개정법률안,국민안전행정지원,재난·안전,0.85,소방공무원의 보건과 안전은 국민의 안전과 직결되므로 국민안전행정지원으로 분류된다.,소방공무원 보건안전 및 복지 기본법 일부개정법률안,gpt:gpt-4o-mini
소방공무원 보건안전 및 복지 기본법 일부개정법률안(계속),국민안전행정지원,재난·안전,0.85,소방공무원의 보건과 안전은 국민의 안전과 직결되므로 국민안전행정지원으로 분류된다.,소방공무원 보건안전 및 복지 기본법 일부개정법률안(계속),gpt:gpt-4o-mini
소방공무원 보건안전 및 복지 기본법 일부개정법률안(대안),국민안전행정지원,재난·안전,0.85,소방공무원의 보건과 안전은 국민의 안전과 직결되므로 국민안전행정지원으로 분류된다.,소방공무원 보건안전 및 복지 기본법 일부개정법률안(대안),gpt:gpt-4o-mini
소방공무원법 일부개정법률안,국민안전행정지원,재난·안전,0.8,소방공무원법은 소방공무원의 안전과 관련되어 국민의 안전을 지원하므로 국민안전행정지원으로 분류된다.,소방공무원법 일부개정법률안,gpt:gpt-4o-mini
소방공무원법 일부개정법률안(계속),국민안전행정지원,재난·안전,0.8,소방공무원법은 소방공무원의 안전과 관련되어 국민의 안전을 지원하므로 국민안전행정지원으로 분류된다.,소방공무원법 일부개정법률안(계속),gpt:gpt-4o-mini
소방공무원법 일부개정법률안(대안),국민안전행정지원,재난·안전,0.8,소방공무원법은 소방공무원의 안전과 관련되어 국민의 안전을 지원하므로 국민안전행정지원으로 분류된다.,소방공무원법 일부개정법률안(대안),gpt:gpt-4o-mini
소방공무원법 전부개정법률안(계속),국민안전행정지원,재난·안전,0.8,소방공무원법은 소방공무원의 안전과 관련되어 국민의 안전을 지원하므로 국민안전행정지원으로 분류된다.,소방공무원법 전부개정법률안(계속),gpt:gpt-4o-mini
소방공무원법 전부개정법률안(대안)(계속),국민안전행정지원,재난·안전,0.8,소방공무원법은 소방공무원의 안전과 관련되어 국민의 안전을 지원하므로 국민안전행정지원으로 분류된다.,소방공무원법 전부개정법률안(대안)(계속),gpt:gpt-4o-mini
소방기본법 일부개정법률안,안전및재난,재난·안전,0.9,소방기본법은 소방 안전과 관련된 법률로 재난 예방과 관련이 깊어 안전및재난으로 분류된다.,소방기본법 일부개정법률안,gpt:gpt-4o-mini
소방기본법 일부개정법률안(계속),안전및재난,재난·안전,0.9,소방기본법은 소방 안전과 관련된 법률로 재난 예방과 관련이 깊어 안전및재난으로 분류된다.,소방기본법 일부개정법률안(계속),gpt:gpt-4o-mini
소방기본법 일부개정법률안(대안),안전및재난,재난·안전,0.9,소방기본법은 소방 안전과 관련된 법률로 재난 예방과 관련이 깊어 안전및재난으로 분류된다.,소방기본법 일부개정법률안(대안),gpt:gpt-4o-mini
소방산업의 진흥에 관한 법률 일부개정법률안,국가적중장기과제추진·지원,정부혁신·행정지원,0.75,소방산업의 진흥은 국가의 장기적인 안전과 관련이 있어 국가적중장기과제추진·지원으로 분류된다.,소방산업의 진흥에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
소방산업의 진흥에 관한 법률 일부개정법률안(계속),국가적중장기과제추진·지원,정부혁신·행정지원,0.75,소방산업의 진흥은 국가의 장기적인 안전과 관련이 있어 국가적중장기과제추진·지원으로 분류된다.,소방산업의 진흥에 관한 법률 일부개정법률안(계속),gpt:gpt-4o-mini
소방산업의 진흥에 관한 법률 일부개정법률안(대안),국가적중장기과제추진·지원,정부혁신·행정지원,0.75,소방산업의 진흥은 국가의 장기적인 안전과 관련이 있어 국가적중장기과제추진·지원으로 분류된다.,소방산업의 진흥에 관한 법률 일부개정법률안(대안),gpt:gpt-4o-mini
소방시설 설치 및 관리에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.9,소방시설의 설치 및 관리는 재난 예방과 관련이 깊어 안전및재난으로 분류된다.,소방시설 설치 및 관리에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
소방시설공사업법 일부개정법률안,안전및재난,재난·안전,0.9,소방시설공사업법은 소방시설의 안전과 관련되어 재난 예방과 관련이 깊어 안전및재난으로 분류된다.,소방시설공사업법 일부개정법률안,gpt:gpt-4o-mini
소방시설공사업법 일부개정법률안(계속),안전및재난,재난·안전,0.9,소방시설공사업법은 소방시설의 안전과 관련되어 재난 예방과 관련이 깊어 안전및재난으로 분류된다.,소방시설공사업법 일부개정법률안(계속),gpt:gpt-4o-mini
소방시설공사업법 일부개정법률안(대안),안전및재난,재난·안전,0.9,소방시설공사업법은 소방시설의 안전과 관련되어 재난 예방과 관련이 깊어 안전및재난으로 분류된다.,소방시설공사업법 일부개정법률안(대안),gpt:gpt-4o-mini
소방안전체험관의 설립ㆍ운영 및 육성에 관한 법률안,안전및재난,재난·안전,0.85,소방안전체험관의 설립과 운영은 재난 안전 교육과 관련이 있어 재난안전교육·연구로 분류된다.,소방안전체험관의 설립ㆍ운영 및 육성에 관한 법률안,gpt:gpt-4o-mini
소방의 조직 및 운영에 관한 법률안,국민안전행정지원,재난·안전,0.8,소방의 조직과 운영은 국민의 안전을 지원하는 역할을 하므로 국민안전행정지원으로 분류된다.,소방의 조직 및 운영에 관한 법률안,gpt:gpt-4o-mini
소방의 화재조사에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.9,화재 조사는 재난 안전과 관련이 깊어 안전및재난으로 분류된다.,소방의 화재조사에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
소방장비관리법 일부개정법률안,안전및재난,재난·안전,0.9,소방장비의 관리는 재난 안전과 관련이 깊어 안전및재난으로 분류된다.,소방장비관리법 일부개정법률안,gpt:gpt-4o-mini
소방장비관리법안,안전및재난,재난·안전,0.9,소방장비의 관리는 재난 안전과 관련이 깊어 안전및재난으로 분류된다.,소방장비관리법안,gpt:gpt-4o-mini
소방장비관리법안(계속),안전및재난,재난·안전,0.9,소방장비의 관리는 재난 안전과 관련이 깊어 안전및재난으로 분류된다.,소방장비관리법안(계속),gpt:gpt-4o-mini
소방재정지원 및 시·도 소방특별회계 설치법 일부개정법률안,국민안전행정지원,재난·안전,0.8,소방재정 지원은 국민의 안전을 위한 행정적 지원으로 분류된다.,소방재정지원 및 시·도 소방특별회계 설치법 일부개정법률안,gpt:gpt-4o-mini
소방재정지원 및 시․도 소방특별회계 설치법안(대안)(계속),국민안전행정지원,재난·안전,0.8,소방재정 지원은 국민의 안전을 위한 행정적 지원으로 분류된다.,소방재정지원 및 시․도 소방특별회계 설치법안(대안)(계속),gpt:gpt-4o-mini
소방재정지원 특별회계 및 시․도 소방특별회계설치법안(계속),국민안전행정지원,재난·안전,0.9,소방재정지원과 관련된 법안으로 국민의 안전을 지원하는 내용이 포함되어 있다.,소방재정지원 특별회계 및 시․도 소방특별회계설치법안,gpt:gpt-4o-mini
소방재정지원특별회계 및 시․도 소방특별회계 설치법안,국민안전행정지원,재난·안전,0.9,소방재정지원과 관련된 법안으로 국민의 안전을 지원하는 내용이 포함되어 있다.,소방재정지원특별회계 및 시․도 소방특별회계 설치법안,gpt:gpt-4o-mini
소방재정지원특별회계 및 시․도 소방특별회계 설치법안(계속),국민안전행정지원,재난·안전,0.9,소방재정지원과 관련된 법안으로 국민의 안전을 지원하는 내용이 포함되어 있다.,소방재정지원특별회계 및 시․도 소방특별회계 설치법안(계속),gpt:gpt-4o-mini
소방재정지원특별회계법안,국민안전행정지원,재난·안전,0.9,소방재정지원과 관련된 법안으로 국민의 안전을 지원하는 내용이 포함되어 있다.,소방재정지원특별회계법안,gpt:gpt-4o-mini
소방제복의 규제에 관한 법률안,국민안전행정지원,재난·안전,0.8,소방제복의 규제는 소방 안전과 관련된 법안으로 국민의 안전을 도모하는 내용이다.,소방제복의 규제에 관한 법률안,gpt:gpt-4o-mini
소방조직법안,국민안전행정지원,재난·안전,0.8,소방조직과 관련된 법안으로 국민의 안전을 지원하는 내용이 포함되어 있다.,소방조직법안,gpt:gpt-4o-mini
소방청,국민안전행정지원,재난·안전,0.9,소방청은 국민의 안전을 담당하는 기관으로 관련된 내용이다.,소방청,gpt:gpt-4o-mini
소방청 소관,국민안전행정지원,재난·안전,0.9,소방청은 국민의 안전을 담당하는 기관으로 관련된 내용이다.,소방청 소관,gpt:gpt-4o-mini
소방청법안(계속),국민안전행정지원,재난·안전,0.9,소방청과 관련된 법안으로 국민의 안전을 지원하는 내용이 포함되어 있다.,소방청법안(계속),gpt:gpt-4o-mini
소위원장 개선의 건,조직관리,정부혁신·행정지원,0.7,소위원장 개선은 조직의 관리와 관련된 내용이다.,소위원장 개선의 건,gpt:gpt-4o-mini
소위원장 및 소위 위원 개선의 건,조직관리,정부혁신·행정지원,0.7,소위원장 및 위원 개선은 조직의 관리와 관련된 내용이다.,소위원장 및 소위 위원 개선의 건,gpt:gpt-4o-mini
소위원장 선출 및 소위원회 위원 개선의 건,조직관리,정부혁신·행정지원,0.7,소위원장 선출 및 위원 개선은 조직의 관리와 관련된 내용이다.,소위원장 선출 및 소위원회 위원 개선의 건,gpt:gpt-4o-mini
소위원회 구성 및 소위원장 선출의 건,조직관리,정부혁신·행정지원,0.7,소위원회 구성은 조직의 관리와 관련된 내용이다.,소위원회 구성 및 소위원장 선출의 건,gpt:gpt-4o-mini
소위원회 구성의 건,조직관리,정부혁신·행정지원,0.7,소위원회 구성은 조직의 관리와 관련된 내용이다.,소위원회 구성의 건,gpt:gpt-4o-mini
소하천정비법 일부개정법률안,안전및재난,재난·안전,0.6,소하천 정비는 재난 예방과 관련된 내용이다.,소하천정비법 일부개정법률안,gpt:gpt-4o-mini
소하천정비법 일부개정법률안(계속),안전및재난,재난·안전,0.6,소하천 정비는 재난 예방과 관련된 내용이다.,소하천정비법 일부개정법률안(계속),gpt:gpt-4o-mini
소하천정비법 일부개정법률안(대안),안전및재난,재난·안전,0.6,소하천 정비는 재난 예방과 관련된 내용이다.,소하천정비법 일부개정법률안(대안),gpt:gpt-4o-mini
슬로시티 조성에 관한 법률안,지역균형발전,지방행정,0.7,슬로시티 조성은 지역 발전과 관련된 내용이다.,슬로시티 조성에 관한 법률안,gpt:gpt-4o-mini
승강기 안전관리법 일부개정법률안,안전및재난,재난·안전,0.8,승강기 안전관리는 안전과 관련된 법안이다.,승강기 안전관리법 일부개정법률안,gpt:gpt-4o-mini
승강기 안전관리법 일부개정법률안(대안),안전및재난,재난·안전,0.8,승강기 안전관리는 안전과 관련된 법안이다.,승강기 안전관리법 일부개정법률안(대안),gpt:gpt-4o-mini
승강기산업 진흥법안,안전및재난,재난·안전,0.7,승강기 산업 진흥은 안전과 관련된 법안이다.,승강기산업 진흥법안,gpt:gpt-4o-mini
승강기시설 안전관리법 일부개정법률안,안전및재난,재난·안전,0.8,승강기 시설 안전관리는 안전과 관련된 법안이다.,승강기시설 안전관리법 일부개정법률안,gpt:gpt-4o-mini
승강기시설 안전관리법 일부개정법률안(계속),안전및재난,재난·안전,0.8,승강기 시설 안전관리는 안전과 관련된 법안이다.,승강기시설 안전관리법 일부개정법률안(계속),gpt:gpt-4o-mini
승강기시설 안전관리법 전부개정법률안(계속),안전및재난,재난·안전,0.8,승강기 시설 안전관리는 안전과 관련된 법안이다.,승강기시설 안전관리법 전부개정법률안(계속),gpt:gpt-4o-mini
시·도 통합 및 관할구역 변경 지원에 관한 특별법안,지방행정,지방행정,0.7,관할구역 변경은 지방 행정과 관련된 내용이다.,시·도 통합 및 관할구역 변경 지원에 관한 특별법안,gpt:gpt-4o-mini
시민교육의 실시 및 지원에 관한 법률안,안전및재난,재난·안전,0.6,시민 교육은 재난 안전과 관련된 내용이다.,시민교육의 실시 및 지원에 관한 법률안,gpt:gpt-4o-mini
시민사회 활성화와 공익활동 증진을 위한 기본법안,국민안전행정지원,재난·안전,0.6,시민사회 활성화는 국민의 안전과 관련된 내용이다.,시민사회 활성화와 공익활동 증진을 위한 기본법안,gpt:gpt-4o-mini
신원불상변사자 디엔에이신원확인 및 정보보호에 관한 법률안,국가기록물,인공지능·디지털 정부,0.7,신원 확인과 정보 보호는 국가 기록과 관련된 내용이다.,신원불상변사자 디엔에이신원확인 및 정보보호에 관한 법률안,gpt:gpt-4o-mini
실종성인의 발견 및 보호에 관한 법률안,국민안전행정지원,재난·안전,0.8,실종 성인의 발견과 보호는 국민의 안전과 관련된 내용이다.,실종성인의 발견 및 보호에 관한 법률안,gpt:gpt-4o-mini
실종성인의 소재발견 및 수색에 관한 법률안,국민안전행정지원,재난·안전,0.8,실종 성인의 소재 발견과 수색은 국민의 안전과 관련된 내용이다.,실종성인의 소재발견 및 수색에 관한 법률안,gpt:gpt-4o-mini
실종성인의 소재발견 및 지원에 관한 법률안,안전및재난,재난·안전,0.9,실종자와 관련된 법률안으로 안전과 재난 관리와 관련이 깊다.,실종성인의 소재발견 및 지원에 관한 법률안,gpt:gpt-4o-mini
실종아동등의 보호 및 지원에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.9,아동 보호와 지원을 다루는 법률안으로 안전과 재난 관리와 관련이 있다.,실종아동등의 보호 및 지원에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
실종아동등의 보호 및 지원에 관한 법률 일부개정법률안(계속),안전및재난,재난·안전,0.9,아동 보호와 지원을 다루는 법률안으로 안전과 재난 관리와 관련이 있다.,실종아동등의 보호 및 지원에 관한 법률 일부개정법률안(계속),gpt:gpt-4o-mini
실종자 수색․수사 등에 관한 법률안,안전및재난,재난·안전,0.9,실종자 수색과 수사 관련 법률안으로 안전과 재난 관리와 관련이 있다.,실종자 수색․수사 등에 관한 법률안,gpt:gpt-4o-mini
실종자 수색․수사 등에 관한 법률안 철회 동의의 건,안전및재난,재난·안전,0.9,실종자 수색과 수사 관련 법률안으로 안전과 재난 관리와 관련이 있다.,실종자 수색․수사 등에 관한 법률안 철회 동의의 건,gpt:gpt-4o-mini
쌍용자동차 국가손해배상 사건 소취하 촉구 결의안,안전및재난,재난·안전,0.7,사건과 관련된 결의안으로 안전과 재난 관리와 관련이 있을 수 있다.,쌍용자동차 국가손해배상 사건 소취하 촉구 결의안,gpt:gpt-4o-mini
안건조정위원장 선출의 건,조직관리,정부혁신·행정지원,0.8,위원장 선출은 조직 관리와 관련된 사항이다.,안건조정위원장 선출의 건,gpt:gpt-4o-mini
안전기본법안,안전및재난,재난·안전,0.95,안전과 관련된 기본 법안으로 안전 및 재난 관리에 직접적으로 관련이 있다.,안전기본법안,gpt:gpt-4o-mini
어린이놀이시설 안전관리법 일부개정법률안,안전및재난,재난·안전,0.9,어린이 놀이시설의 안전 관리를 다루는 법률안으로 안전과 재난 관리와 관련이 있다.,어린이놀이시설 안전관리법 일부개정법률안,gpt:gpt-4o-mini
어린이놀이시설 안전관리법 일부개정법률안(계속),안전및재난,재난·안전,0.9,어린이 놀이시설의 안전 관리를 다루는 법률안으로 안전과 재난 관리와 관련이 있다.,어린이놀이시설 안전관리법 일부개정법률안(계속),gpt:gpt-4o-mini
어린이놀이시설 안전관리법 일부개정법률안(대안),안전및재난,재난·안전,0.9,어린이 놀이시설의 안전 관리를 다루는 법률안으로 안전과 재난 관리와 관련이 있다.,어린이놀이시설 안전관리법 일부개정법률안(대안),gpt:gpt-4o-mini
어린이안전 기본법안 철회 동의의 건,안전및재난,재난·안전,0.9,어린이 안전과 관련된 법안으로 안전과 재난 관리와 관련이 있다.,어린이안전 기본법안 철회 동의의 건,gpt:gpt-4o-mini
어린이안전관리에 관한 법률 일부개정법률안,안전및재난,재난·안전,0.9,어린이 안전 관리를 다루는 법률안으로 안전과 재난 관리와 관련이 있다.,어린이안전관리에 관한 법률 일부개정법률안,gpt:gpt-4o-mini
어린이안전관리에 관한 법률안,안전및재난,재난·안전,0.9,어린이 안전 관리를 다루는 법률안으로 안전과 재난 관리와 관련이 있다.,어린이안전관리에 관한 법률안,gpt:gpt-4o-mini
어린이안전관리에 관한 법률안(계속),안전및재난,재난·안전,0.9,어린이 안전 관리를 다루는 법률안으로 안전과 재난 관리와 관련이 있다.,어린이안전관리에 관한 법률안(계속),gpt:gpt-4o-mini
어린이통학버스 동승자 탑승 의무 관련 공청회 개최의 건,안전및재난,재난·안전,0.85,어린이 통학버스의 안전과 관련된 공청회로 안전과 재난 관리와 관련이 있다.,어린이통학버스 동승자 탑승 의무 관련 공청회 개최의 건,gpt:gpt-4o-mini
업무 보고,조직관리,정부혁신·행정지원,0.8,업무 보고는 조직 관리와 관련된 사항이다.,업무 보고,gpt:gpt-4o-mini
업무보고,조직관리,정부혁신·행정지원,0.8,업무 보고는 조직 관리와 관련된 사항이다.,업무보고,gpt:gpt-4o-mini
업무보고 및 서류제출 요구의 건,조직관리,정부혁신·행정지원,0.8,업무 보고는 조직 관리와 관련된 사항이다.,업무보고 및 서류제출 요구의 건,gpt:gpt-4o-mini
업무보고 요구의 건,조직관리,정부혁신·행정지원,0.8,업무 보고는 조직 관리와 관련된 사항이다.,업무보고 요구의 건,gpt:gpt-4o-mini
업무보고 추가 요구의 건,조직관리,정부혁신·행정지원,0.8,업무 보고는 조직 관리와 관련된 사항이다.,업무보고 추가 요구의 건,gpt:gpt-4o-mini
업무보고(계속),조직관리,정부혁신·행정지원,0.8,업무 보고는 조직 관리와 관련된 사항이다.,업무보고(계속),gpt:gpt-4o-mini
여성가족부 폐지 찬성 및 동의에 관한 청원(배인규 외 5만 인 국민동의로 제출)(청원번호 2100089),조직관리,정부혁신·행정지원,0.7,여성가족부와 관련된 청원으로 조직 관리와 관련이 있을 수 있다.,여성가족부 폐지 찬성 및 동의에 관한 청원,gpt:gpt-4o-mini
여성가족부 폐지에 관한 청원(청원번호 2100005),조직관리,정부혁신·행정지원,0.7,여성가족부와 관련된 청원으로 조직 관리와 관련이 있을 수 있다.,여성가족부 폐지에 관한 청원,gpt:gpt-4o-mini
